District ID,District Name,School Year,Number of ELL Students,Total Enrollment,Percentage ELL
48,Ellington School District,2006-07,29,2535,1.1
49,Enfield School District,2006-07,74,6387,1.2
50,Essex School District,2006-07,2,550,0.4
51,Fairfield School District,2006-07,201,9372,2.1
52,Farmington School District,2006-07,69,4199,1.6
54,Glastonbury School District,2006-07,116,6766,1.7
56,Granby School District,2006-07,4,2278,0.2
57,Greenwich School District,2006-07,574,8959,6.4
58,Griswold School District,2006-07,7,2216,0.3
59,Groton School District,2006-07,86,5238,1.6
60,Guilford School District,2006-07,37,3782,1
62,Hamden School District,2006-07,112,6167,1.8
64,Hartford School District,2006-07,3859,22147,17.4
65,Hartland School District,2006-07,1,227,0.4
264,Integrated Day Charter School District,2006-07,4,319,1.3
