District ID,District Name,School Year,Languages,Number of Students with Non-English Home Language,Number of ELL Students
52,Farmington School District,2002-03,All,309,31
54,Glastonbury School District,2002-03,All,160,160
56,Granby School District,2002-03,All,28,6
57,Greenwich School District,2002-03,All,1475,544
58,Griswold School District,2002-03,All,43,14
59,Groton School District,2002-03,All,228,125
60,Guilford School District,2002-03,All,97,24
62,Hamden School District,2002-03,All,454,63
64,Hartford School District,2002-03,All,12258,3021
69,Killingly School District,2002-03,All,125,31
245,Learn,2002-03,All,80,63
71,Lebanon School District,2002-03,All,9,2
72,Ledyard School District,2002-03,All,38,19
74,Litchfield School District,2002-03,All,9,2
76,Madison School District,2002-03,All,47,6
77,Manchester School District,2002-03,All,807,103
78,Mansfield School District,2002-03,All,138,28
79,Marlborough School District,2002-03,All,21,11
80,Meriden School District,2002-03,All,2196,568
83,Middletown School District,2002-03,All,107,107
84,Milford School District,2002-03,All,380,119
85,Monroe School District,2002-03,All,150,14
86,Montville School District,2002-03,All,74,38
88,Naugatuck School District,2002-03,All,622,238
89,New Britain School District,2002-03,All,4205,1216
90,New Canaan School District,2002-03,All,134,25
93,New Haven School District,2002-03,All,5819,1824
95,New London School District,2002-03,All,750,416
96,New Milford School District,2002-03,All,176,79
94,Newington School District,2002-03,All,287,71
97,Newtown School District,2002-03,All,52,8
99,North Branford School District,2002-03,All,52,17
100,North Canaan School District,2002-03,All,17,17
101,North Haven School District,2002-03,All,187,40
103,Norwalk School District,2002-03,All,3057,929
901,Norwich Free Academy,2002-03,All,185,56
104,Norwich School District,2002-03,All,185,107
106,Old Saybrook School District,2002-03,All,74,27
107,Orange School District,2002-03,All,66,8
108,Oxford School District,2002-03,All,10,4
109,Plainfield School District,2002-03,All,35,1
110,Plainville School District,2002-03,All,149,50
111,Plymouth School District,2002-03,All,23,23
113,Portland School District,2002-03,All,**,**
114,Preston School District,2002-03,All,7,1
116,Putnam School District,2002-03,All,53,16
117,Redding School District,2002-03,All,24,2
201,Regional School District 01,2002-03,All,7,7
205,Regional School District 05,2002-03,All,85,9
206,Regional School District 06,2002-03,All,**,**
212,Regional School District 12,2002-03,All,**,**
214,Regional School District 14,2002-03,All,43,9
215,Regional School District 15,2002-03,All,111,29
216,Regional School District 16,2002-03,All,43,3
218,Regional School District 18,2002-03,All,29,3
219,Regional School District 19,2002-03,All,16,16
118,Ridgefield School District,2002-03,All,113,31
119,Rocky Hill School District,2002-03,All,263,64
122,Salisbury School District,2002-03,All,**,**
126,Shelton School District,2002-03,All,426,94
270,Side By Side Community School District,2002-03,All,64,59
128,Simsbury School District,2002-03,All,118,30
129,Somers School District,2002-03,All,17,1
132,South Windsor School District,2002-03,All,258,64
131,Southington School District,2002-03,All,204,42
134,Stafford School District,2002-03,All,23,10
135,Stamford School District,2002-03,All,5098,1759
137,Stonington School District,2002-03,All,11,10
138,Stratford School District,2002-03,All,417,120
139,Suffield School District,2002-03,All,40,8
902,The Gilbert School,2002-03,All,30,5
140,Thomaston School District,2002-03,All,22,2
142,Tolland School District,2002-03,All,17,15
143,Torrington School District,2002-03,All,367,177
278,Trailblazers Academy District,2002-03,All,19,7
144,Trumbull School District,2002-03,All,189,45
146,Vernon School District,2002-03,All,250,101
148,Wallingford School District,2002-03,All,414,186
151,Waterbury School District,2002-03,All,2589,1905
152,Waterford School District,2002-03,All,148,14
153,Watertown School District,2002-03,All,151,11
155,West Hartford School District,2002-03,All,1596,460
156,West Haven School District,2002-03,All,1068,316
154,Westbrook School District,2002-03,All,23,7
157,Weston School District,2002-03,All,15,10
158,Westport School District,2002-03,All,148,93
159,Wethersfield School District,2002-03,All,177,177
160,Willington School District,2002-03,All,18,3
161,Wilton School District,2002-03,All,102,2
162,Winchester School District,2002-03,All,113,48
163,Windham School District,2002-03,All,838,406
165,Windsor Locks School District,2002-03,All,96,44
164,Windsor School District,2002-03,All,138,53
166,Wolcott School District,2002-03,All,11,5
167,Woodbridge School District,2002-03,All,6,6
2,Ansonia School District,2001-02,All,133,89
244,Area Cooperative Educational Services,2001-02,All,218,29
4,Avon School District,2001-02,All,93,17
5,Barkhamsted School District,2001-02,All,**,**
7,Berlin School District,2001-02,All,189,36
9,Bethel School District,2001-02,All,193,105
11,Bloomfield School District,2001-02,All,16,16
14,Branford School District,2001-02,All,206,70
276,Breakthrough Charter School District,2001-02,All,23,23
15,Bridgeport School District,2001-02,All,8750,2578
17,Bristol School District,2001-02,All,639,183
18,Brookfield School District,2001-02,All,63,10
25,Cheshire School District,2001-02,All,211,16
27,Clinton School District,2001-02,All,90,42
28,Colchester School District,2001-02,All,38,5
900,Connecticut Technical High School System,2001-02,All,1235,422
243,Cooperative Educational Services,2001-02,All,44,5
33,Cromwell School District,2001-02,All,96,38
34,Danbury School District,2001-02,All,2961,1052
35,Darien School District,2001-02,All,132,45
37,Derby School District,2001-02,All,187,94
40,East Granby School District,2001-02,All,12,5
43,East Hartford School District,2001-02,All,1250,267
44,East Haven School District,2001-02,All,193,61
45,East Lyme School District,2001-02,All,125,12
47,East Windsor School District,2001-02,All,54,16
253,Eastern Connecticut Regional Educational Service Center,2001-02,All,11,4
46,Easton School District,2001-02,All,54,1
48,Ellington School District,2001-02,All,38,20
49,Enfield School District,2001-02,All,140,50
50,Essex School District,2001-02,All,13,13
51,Fairfield School District,2001-02,All,383,61
52,Farmington School District,2001-02,All,335,32
54,Glastonbury School District,2001-02,All,392,136
56,Granby School District,2001-02,All,24,4
57,Greenwich School District,2001-02,All,1401,544
58,Griswold School District,2001-02,All,24,9
59,Groton School District,2001-02,All,173,109
60,Guilford School District,2001-02,All,30,30
62,Hamden School District,2001-02,All,557,142
63,Hampton School District,2001-02,All,**,**
64,Hartford School District,2001-02,All,12380,3193
245,Learn,2001-02,All,56,56
71,Lebanon School District,2001-02,All,12,3
72,Ledyard School District,2001-02,All,41,18
74,Litchfield School District,2001-02,All,7,1
76,Madison School District,2001-02,All,55,3
77,Manchester School District,2001-02,All,770,124
78,Mansfield School District,2001-02,All,151,34
80,Meriden School District,2001-02,All,2171,613
83,Middletown School District,2001-02,All,95,95
84,Milford School District,2001-02,All,309,92
85,Monroe School District,2001-02,All,151,23
86,Montville School District,2001-02,All,73,14
88,Naugatuck School District,2001-02,All,555,187
89,New Britain School District,2001-02,All,6923,1205
90,New Canaan School District,2001-02,All,154,39
91,New Fairfield School District,2001-02,All,71,17
93,New Haven School District,2001-02,All,5848,1629
95,New London School District,2001-02,All,442,367
96,New Milford School District,2001-02,All,89,89
94,Newington School District,2001-02,All,268,65
97,Newtown School District,2001-02,All,64,13
98,Norfolk School District,2001-02,All,**,**
99,North Branford School District,2001-02,All,44,21
100,North Canaan School District,2001-02,All,12,12
101,North Haven School District,2001-02,All,173,42
102,North Stonington School District,2001-02,All,11,1
103,Norwalk School District,2001-02,All,2902,852
901,Norwich Free Academy,2001-02,All,134,25
104,Norwich School District,2001-02,All,452,109
106,Old Saybrook School District,2001-02,All,72,20
107,Orange School District,2001-02,All,69,6
109,Plainfield School District,2001-02,All,28,9
110,Plainville School District,2001-02,All,148,60
111,Plymouth School District,2001-02,All,25,24
112,Pomfret School District,2001-02,All,11,7
117,Redding School District,2001-02,All,10,4
204,Regional School District 04,2001-02,All,21,3
205,Regional School District 05,2001-02,All,115,15
210,Regional School District 10,2001-02,All,54,1
212,Regional School District 12,2001-02,All,**,**
214,Regional School District 14,2001-02,All,45,4
215,Regional School District 15,2001-02,All,104,36
219,Regional School District 19,2001-02,All,29,13
118,Ridgefield School District,2001-02,All,141,51
119,Rocky Hill School District,2001-02,All,238,72
122,Salisbury School District,2001-02,All,6,6
124,Seymour School District,2001-02,All,194,36
125,Sharon School District,2001-02,All,11,10
126,Shelton School District,2001-02,All,382,74
127,Sherman School District,2001-02,All,**,**
270,Side By Side Community School District,2001-02,All,13,6
128,Simsbury School District,2001-02,All,108,29
132,South Windsor School District,2001-02,All,226,54
131,Southington School District,2001-02,All,151,35
134,Stafford School District,2001-02,All,32,16
135,Stamford School District,2001-02,All,4836,1164
136,Sterling School District,2001-02,All,**,**
137,Stonington School District,2001-02,All,65,7
138,Stratford School District,2001-02,All,374,76
139,Suffield School District,2001-02,All,40,2
269,The Bridge Academy District,2001-02,All,29,6
902,The Gilbert School,2001-02,All,33,14
140,Thomaston School District,2001-02,All,21,1
143,Torrington School District,2001-02,All,315,174
144,Trumbull School District,2001-02,All,150,49
146,Vernon School District,2001-02,All,181,85
148,Wallingford School District,2001-02,All,399,90
151,Waterbury School District,2001-02,All,2490,2091
152,Waterford School District,2001-02,All,155,15
155,West Hartford School District,2001-02,All,1564,434
156,West Haven School District,2001-02,All,944,290
154,Westbrook School District,2001-02,All,42,10
157,Weston School District,2001-02,All,13,4
158,Westport School District,2001-02,All,151,88
159,Wethersfield School District,2001-02,All,181,181
160,Willington School District,2001-02,All,15,10
161,Wilton School District,2001-02,All,84,3
162,Winchester School District,2001-02,All,99,27
163,Windham School District,2001-02,All,429,399
165,Windsor Locks School District,2001-02,All,81,57
164,Windsor School District,2001-02,All,82,35
167,Woodbridge School District,2001-02,All,68,6
279,Amistad Academy District,2000-01,All,30,5
2,Ansonia School District,2000-01,All,114,64
244,Area Cooperative Educational Services,2000-01,All,72,23
3,Ashford School District,2000-01,All,11,2
4,Avon School District,2000-01,All,105,25
5,Barkhamsted School District,2000-01,All,**,**
7,Berlin School District,2000-01,All,189,30
9,Bethel School District,2000-01,All,166,110
11,Bloomfield School District,2000-01,All,21,9
14,Branford School District,2000-01,All,212,87
276,Breakthrough Charter School District,2000-01,All,22,22
15,Bridgeport School District,2000-01,All,9261,2446
17,Bristol School District,2000-01,All,584,193
18,Brookfield School District,2000-01,All,58,8
19,Brooklyn School District,2000-01,All,**,**
241,Capitol Region Education Council,2000-01,All,111,2
274,Charter Oak Prep Academy District,2000-01,All,8,8
25,Cheshire School District,2000-01,All,158,21
27,Clinton School District,2000-01,All,112,48
28,Colchester School District,2000-01,All,48,7
900,Connecticut Technical High School System,2000-01,All,1261,431
33,Cromwell School District,2000-01,All,99,48
34,Danbury School District,2000-01,All,2676,1027
35,Darien School District,2000-01,All,147,68
37,Derby School District,2000-01,All,195,54
41,East Haddam School District,2000-01,All,8,1
43,East Hartford School District,2000-01,All,1166,254
44,East Haven School District,2000-01,All,163,56
45,East Lyme School District,2000-01,All,134,11
47,East Windsor School District,2000-01,All,52,12
46,Easton School District,2000-01,All,55,1
48,Ellington School District,2000-01,All,30,13
49,Enfield School District,2000-01,All,171,72
50,Essex School District,2000-01,All,14,13
51,Fairfield School District,2000-01,All,381,47
52,Farmington School District,2000-01,All,302,41
54,Glastonbury School District,2000-01,All,362,110
56,Granby School District,2000-01,All,28,13
57,Greenwich School District,2000-01,All,1314,412
58,Griswold School District,2000-01,All,18,7
59,Groton School District,2000-01,All,182,128
60,Guilford School District,2000-01,All,26,26
62,Hamden School District,2000-01,All,476,158
63,Hampton School District,2000-01,All,**,**
64,Hartford School District,2000-01,All,12282,3265
245,Learn,2000-01,All,59,48
71,Lebanon School District,2000-01,All,32,2
72,Ledyard School District,2000-01,All,48,18
76,Madison School District,2000-01,All,63,12
77,Manchester School District,2000-01,All,236,160
78,Mansfield School District,2000-01,All,155,31
79,Marlborough School District,2000-01,All,13,4
80,Meriden School District,2000-01,All,2078,515
83,Middletown School District,2000-01,All,96,96
84,Milford School District,2000-01,All,299,78
85,Monroe School District,2000-01,All,137,16
86,Montville School District,2000-01,All,83,11
88,Naugatuck School District,2000-01,All,571,187
89,New Britain School District,2000-01,All,6552,1111
90,New Canaan School District,2000-01,All,137,33
91,New Fairfield School District,2000-01,All,64,13
93,New Haven School District,2000-01,All,5625,1730
95,New London School District,2000-01,All,370,274
96,New Milford School District,2000-01,All,55,48
94,Newington School District,2000-01,All,347,68
97,Newtown School District,2000-01,All,56,8
99,North Branford School District,2000-01,All,61,18
100,North Canaan School District,2000-01,All,9,5
101,North Haven School District,2000-01,All,188,50
103,Norwalk School District,2000-01,All,2691,803
901,Norwich Free Academy,2000-01,All,116,6
104,Norwich School District,2000-01,All,287,78
263,Odyssey Community School District,2000-01,All,**,**
106,Old Saybrook School District,2000-01,All,59,27
107,Orange School District,2000-01,All,73,6
110,Plainville School District,2000-01,All,152,35
111,Plymouth School District,2000-01,All,15,15
112,Pomfret School District,2000-01,All,9,9
114,Preston School District,2000-01,All,8,5
117,Redding School District,2000-01,All,18,3
204,Regional School District 04,2000-01,All,16,13
205,Regional School District 05,2000-01,All,120,7
210,Regional School District 10,2000-01,All,31,2
212,Regional School District 12,2000-01,All,11,7
214,Regional School District 14,2000-01,All,37,1
215,Regional School District 15,2000-01,All,78,37
217,Regional School District 17,2000-01,All,**,**
219,Regional School District 19,2000-01,All,50,20
118,Ridgefield School District,2000-01,All,131,27
119,Rocky Hill School District,2000-01,All,235,71
122,Salisbury School District,2000-01,All,**,**
124,Seymour School District,2000-01,All,155,28
125,Sharon School District,2000-01,All,12,10
126,Shelton School District,2000-01,All,368,62
127,Sherman School District,2000-01,All,**,**
128,Simsbury School District,2000-01,All,84,33
129,Somers School District,2000-01,All,17,2
132,South Windsor School District,2000-01,All,202,43
131,Southington School District,2000-01,All,119,31
134,Stafford School District,2000-01,All,35,19
135,Stamford School District,2000-01,All,4576,1176
137,Stonington School District,2000-01,All,57,5
138,Stratford School District,2000-01,All,374,69
269,The Bridge Academy District,2000-01,All,13,4
140,Thomaston School District,2000-01,All,29,5
141,Thompson School District,2000-01,All,10,3
142,Tolland School District,2000-01,All,18,1
143,Torrington School District,2000-01,All,268,190
144,Trumbull School District,2000-01,All,189,51
146,Vernon School District,2000-01,All,196,84
148,Wallingford School District,2000-01,All,355,103
151,Waterbury School District,2000-01,All,3222,1884
152,Waterford School District,2000-01,All,103,11
153,Watertown School District,2000-01,All,151,68
155,West Hartford School District,2000-01,All,1599,415
156,West Haven School District,2000-01,All,845,246
154,Westbrook School District,2000-01,All,38,7
157,Weston School District,2000-01,All,27,4
158,Westport School District,2000-01,All,144,86
159,Wethersfield School District,2000-01,All,162,162
160,Willington School District,2000-01,All,14,8
161,Wilton School District,2000-01,All,84,3
162,Winchester School District,2000-01,All,62,12
163,Windham School District,2000-01,All,477,459
165,Windsor Locks School District,2000-01,All,86,40
164,Windsor School District,2000-01,All,158,41
